song_name,song_lyric
SHALL WE LOVE?(松浦Version),BABY BABY BABY SHALL WE LOVE?BABY BABY BABY SHALL WE LOVE?BABY BABY BABY SHALL WE LOVE?BABY BABY BABY SHALL WE LOVE?ちょっと年下の私にもそんなくらいわかるわよくだらない年上の女(オンナ)と比べないで確かにそうね　ほんの少し浮かれてた感じねあんな年上の女(オンナ)にも気付かないなんて別れる　別れない好きだよ　好きじゃないお昼のファミレス夜景を見たドライブウェイ嫌だよ　別れない涙が止まらない…こんなの見られたくない寂しくないよ　寂しくなんかないよ寂しくなんかないよ　ないよ　WOWだって会いたいよ　こんなままじゃ嫌だよ前みたいに迎えに来てよBABY BABY BABY SHALL WE LOVE?BABY BABY BABY SHALL WE LOVE?BABY BABY BABY SHALL WE LOVE?BABY BABY BABY SHALL WE LOVE?ちょっと年下の私でもそんなくらい使い分けるわがままと生意気は違うのよ急にキスをして　なんとなくずるいことをするのねあんな年上の女(オンナ)にも優しくするの?ときめく　ときめかない忘れる　忘れない眩しい朝焼け並んだ映画館嫌だよ　別れない全部が　大好きだよこんなの初めてだよ寂しくないよ　寂しくなんかないよ寂しくなんかないよ　ないよ　WOWだって会いたいよ　こんなままじゃ嫌だよ前みたいに笑いたいだけよ寂しくないよ　寂しくなんかないよ寂しくなんかないよ　ないよ　WOWだって会いたいよ　こんなままじゃ嫌だよ前みたいに「笑いたい」だけよだって会いたいよ　こんなままじゃ嫌だよ前みたいに迎えに来てよBABY BABY BABY SHALL WE LOVE?…
あなたの彼女,あなたの彼女だと言いたいの付き合ってるって自慢がしたいの「好き」と言う言葉を言ってくれない人一緒に　こんなにいるのにあなたのママとも　仲良くなった我が家の犬にも　随分慣れたね今度　会った時　聞いちゃおうって　何度　決心しても　聞けない「自然な恋人」と言われてもあなたの言葉で聞いてみたいの不器用な人だとわかるけど「好きだ」と女は言われてみたいのあなたの友達　みんな覚えた記念の写真も　随分増えたね今度　休日　どこ行こう？ねえ　絶対　その時は　聞かせて「自然な恋人」と言われてもあなたの言葉で聞いてみたいの不器用な人だとわかるけど「好きだ」と女は言われてみたいのその言葉で聞きたいねえ　絶対　あなたから　聞きたいあなたの彼女だと言いたいの付き合ってるって自慢がしたいの「好き」と言う言葉を言ってくれない人一緒に　こんなにいるのに
ダイアリー,あ～学園祭で声を掛けられた。軽い子に見えたのかな？初めてよ。あ～うまく合わせて会話をしてみた。でもなんかちょっと軽い奴。まさか恋になるって思っても見なかった。ひと月位毎日話した。一方的だったはずの電話を…待っていた。あ～印象違った。意外と真面目で、明るいのが特徴ね。くすぐられる。あ～寒い季節は意外と苦手で、出不精だった私が、お出かけをするみたい。うまく会えるかしら…。ひと月経って初めて会うけど、心を打ち開いてみるのもああ、悪くない。テレビドラマの中の二人みたく、カッコ良くはなかなか進まないね。恋愛って。ひと月経って初めて会うけど、心を打ち開いてみたのよ。…ちょっと怖い。
ナビが壊れた王子様＜LOVE CHANCE＞,LOVE CHANCE　誰にも秘密LOVE CHANCE　それが始まるLOVE CHANCE　誰もが持ってるLOVE CHANCE　奇跡のタマゴ自転車乗って あの角曲がるの「すごい人と 出会えますように」お祈りしてるのに出会いがなかなかないのですどうしてでしょう？白馬に乗ってる王子様道に迷ってるの？もう あせらない でも あわてたい「ここぞ」の服 着たいよう！でも あせらない もう あせらない急がばまわれLOVE CHANCE　誰にも秘密LOVE CHANCE　それが始まるLOVE CHANCE　誰もが持ってるLOVE CHANCE　奇跡のタマゴバイト決まって 今日から初日ね「すごい恋に 出会えますように」お祈り３回分私は信じて待ってますいい子にしてました白馬に乗ってる王子様ナビが壊れたの？もう あせらない でも あわてたい「ここぞ！」のリップ引きたいでも あせらない もう あせらない恋の意地悪LOVE CHANCE　誰にも秘密LOVE CHANCE　それが始まるLOVE CHANCE　誰もが持ってるLOVE CHANCE　奇跡のタマゴもう あせらない でも あわてたい「ここぞ」の服 着たいよう！でも あせらない もう あせらない急がばまわれLOVE CHANCE　誰にも秘密LOVE CHANCE　それが始まるLOVE CHANCE　誰もが持ってるLOVE CHANCE　奇跡のタマゴLOVE CHANCE　誰にも秘密LOVE CHANCE　それが始まるLOVE CHANCE　そうさ！LOVE CHANCE ALL RIGHT!LOVE CHANCE　奇跡のタマゴ
デート日和,「よーし！デート日和。」恋しちゃったんだちょうど一週間まるでルンバ胸の躍動感が盛り上がってきた人生！盛り上がってきたエイ！エイ！OH！盛り上がってきた人生！盛り上がってきたエイ！エイ！OH！おっと！ここは冷静油断は禁物だって逃せないんだもんかっこいいんだもん優しいんだもんLET'S GO！朝からシャケのおにぎりLET'S GO！昼間は臨海公園デート日和良いお天気恋しちゃったんだ既に３週間まさに絶叫！脳のスピード感が盛り上がってきた青春盛り上がってきたエイ！エイ！OH！盛り上がってきた青春盛り上がってきたエイ！エイ！OH！おっと！ここで問題口づけムードこんなときゃどうするんだい！本当なのかな？勘違いなのかな？LET'S GO！夕焼け　潮風公園LET'S GO！ディナーはモダン焼き焼きデート日和良いお天気LET'S GO！夕焼け　潮風公園LET'S GO！ディナーはモダン焼き焼きデート日和良いお天気
元彼,うちに帰ればみんな知っていたんだね失恋優しい家族みんな待っててくれたパパはだじゃれがいつもの倍くらいになって　それでもってママはおかずを３品増量中｢よし！食べて元気だそう｣と決心すりゃ　なんだか　急に腹ペコテーブル賑やか妹はどんな風に　思ってるかな？お話は終始一貫子供の頃懐かし話だぁれも詳しい事聞いてこないのが怖いけど愛ねただの一度も賛成してくれなかった恋なのにパパは流石ね男の感なんですか？AH お腹いっぱいになってはしゃいだり　歌ったりなんかしたりで笑っていたのに突然に　涙がこみあげるGOOD BYE MY LOVE OH! GOOD BYE LOVER泣き止んだら忘れるからGOOD BYE MY LOVE OH! GOOD BYE LOVERもう会わない恋人へGOOD BYE MY LOVE OH! GOOD BYE LOVER泣き止んだら忘れるのよGOOD BYE MY LOVE OH! GOOD BYE LOVERもう会わない恋人へ　PLEASE!IN HAPPINESS
SHINE MORE,大空で舞い踊る少女ひとり東京で夢抱く少女ひとり ひとり怖いものなどないよゼロから全部はじまるんだよ美しいこの空よ自分を信じた私は蝶々よりも輝きますか？美しいこの空よ自分が愛した私は涙よりもしょっぱいですか？YES! SHINE MORE大空で歌歌う少女ひとり東京で眠ってる少女ひとり ひとりあきらめたりはしない100年たって星になっても美しいこの空よ自分を許した私は昨日よりも輝けますか？美しいこの空よ自分を称えた私は土星よりも大きいですか？YES! SHINE MORE美しいこの空よ自分を許した私は昨日よりも輝けますか？美しいこの空よ自分を称えた私は土星よりも大きいですか？YES! SHINE MORE
From That Sky～替え玉は硬メンで～,買い物行ったら定休日しょんぼりしてたら電話がかかってきてデートが大決定スカートボタンがとまらないがっくりきてたら電話がかかってきてバイキングの誘いあらま　どうしましょう想像してたのとなんか違う21世紀空飛ぶ車よりほらやっぱKISSでしょうねFrom That Sky　羽ばたけ自由な発想でFrom That Sky　彼方へ勝利の女神さ私が女神さサウナに行ったら風邪引いたゾクッとしてたらあいつが来てくれたやばい！スッピンだわ眉毛　描かなくっちゃ想像してたよりのんびり21世紀並んででも食べたいのよ有名ラーメンFrom That Sky　轟け未来の恋人へFrom That Sky　恋する勝利の女神さ私が女神さFrom That Sky　羽ばたけ自由な発想でFrom That Sky　彼方へ勝利の女神さFrom That Sky　轟け未来の恋人へFrom That Sky　恋する勝利の女神さFrom That Sky　轟け未来の恋人へFrom That Sky　恋する勝利の女神さ私が女神さ
赤いフリージア,信じることにするわ赤いフリージアあなたの愛はおみやげの花束AH　私がスネてる日にはタイミングよく買ってくるそんな優しさ初めの頃だけねAH　つまらない映画よりも現実はただマンネリね「他に好きな人が出来たの　ごめんなさい」ウソを言ってみたらどうするの？いつまでも　Ah　赤いフリージアプレゼントすると誓ってよもうすぐ一年になるわ二人出会ってもうすぐ一年になるわあなた愛して…あなたの夢は歩きながらバーガーねえ　たった今の気分でしょ！もっと真剣に答えてなんども確かめてたあなたを好きな意味を結局答えも出ずにデートをしてる純潔の　Ah　赤いフリージア幻ならばそれでいい信じることにするわ二人の運命信じることにするわ赤いフリージア純潔の　Ah　赤いフリージア幻ならばそれでいい信じることにするわ二人の運命いつまでも　Ah　赤いフリージアプレゼントすると誓ってよもうすぐ一年になるわ二人出会ってもうすぐ一年になるわあなた愛して…信じることにするわ赤いフリージア
YOKOHAMA SING A SONG,恋の町　Ah　恋の歌恋の花　WOW UH夢はまだ　Ah　遠いけど叶えたい　WOO YEAH歌を歌えば　弾むのさYOKOHAMA SING A SONG IT’S BLUES世界がひとつになる夜は歌が町中に鳴り響くHEY YOU　あなたの心は丸い月ぬくもりを感じるHEY YOU　あなたの笑顔は夜の星キラキラ光ってる恋の町　Ah　恋のリズム恋の虹　WOW UH季節なら　Ah　冬だけど叶えたい　WOO YEAH恋をするなら　この町さYOKOHAMA SING A SONG IT’S BLUES世界はどんどん近くなる歌がみんなを近づけるHEY YOU　あなたの心は太陽ね情熱あふれてHEY YOU　あなたの笑顔は流れ星願いが叶うからHEY YOU　あなたの心は丸い月ぬくもりを感じるHEY YOU　あなたの笑顔は夜の星キラキラ光ってるHEY YOU　あなたの心は太陽ね情熱あふれてHEY YOU　あなたの笑顔は流れ星願いが叶うから
ミニハム汽車,汽車は今日も走るシュポシュポシュポシュポシュ_ポッポ!みんなと夢を乗せてシュポシュポシュポシュポシュ_ポッポ!弁当いかがですか?弁当いかがでしょう?弁当いかがですか?弁当いかがでしょう?トンネルに入ってもシュポシュポシュポシュポシュ_ポッポ!駅に停まるまではシュポシュポシュポシュポシュ_ポッポ!白い線の内側でお待ちください白い線の内側でお待ちくださいどこまでも行くよ ミニトレインどこまでも行くよ ミニトレインどこまでも行くよ ミニトレインはっしれ 走れはっしれ 走れはっしれ 走れ汽車は今日も走るシュポシュポシュポシュポシュ_ポッポ!みんなと夢を乗せてシュポシュポシュポシュポシュ_ポッポ!まもなく特急が通過いたします。まもなく特急が通過いたします。少し揺れるけれどシュポシュポシュポシュポシュ_ポッポ!満員御礼だよシュポシュポシュポシュポシュ_ポッポ!コーヒーにサンドイッチ 冷凍みかんコーヒーにサンドイッチ 冷凍みかんどこまでも行くよ ミニトレインどこまでも行くよ ミニトレインどこまでも行くよ ミニトレインはっしれ 走れはっしれ 走れはっしれ 走れ
ミニハムずの結婚ソング,ハムハームハムージャーハムムージャー(ハム)ハムハームハムージャーハムムージャー(ハム)永遠誓うのじゃ　やっほぃ!ほら　やっほぃ!(ほっほっほい)門出を祝(しゅく)すのじゃハムハムムージャー(ほい!)ハムハームハムージャーハムムージャー(ハム)ハムハームハムージャーハムムージャー(ハム)めでたい瞬間じゃ　やっほぃ!ほら　やっほぃ!(ほっほっほい)みんなで祈るのじゃハムハムムージャー(ほい!)いっぱい食べて　YEAH!　YEAH!コングラッチュレイションじゃ～!(ワハハワハハ)いっぱい歌おうYEAH!　YEAH!　YEAH!　YEAH!　WA～～!ハッピ～ウエディングソングミニミニサイズでも　幸せマキシマムミニミニサイズでも　大きな夢があるハムハームハムージャーハムムージャー(ハム)ハムハームハムージャーハムムージャー(ハム)思い出作るのじゃやっほぃ!ほら　やっほぃ!(ほっほっほい)幸福(しあわせ)分かつのじゃハムハムムージャー(ほい!)心を込めて　YEAH!　YEAH!今月も青春じゃ～!(ワハハワハハ)みんなで歌おうYEAH!　YEAH!　YEAH!　YEAH!　WA～～!ハッピ～ウエディングソングミニミニサイズでも　期待値マキシマムミニミニサイズでも　大きな愛がある心を込めて　YEAH!　YEAH!今月も青春じゃ～!(ワハハワハハ)みんなで歌おうYEAH!　YEAH!　YEAH!　YEAH!　WA～～!ハッピ～ウエディングソングミニミニサイズでも　期待値マキシマムミニミニサイズでも　大きな愛があるハムハームハムージャーハムムージャー(ハム)ハムハームハムージャーハムムージャー(ハム)ハムハームハムージャーハムムージャー(ハム)ハムハームハムージャーハムムージャー(ハム)ハムハームハムージャーハムムージャー(ハム)ハムハームハムージャーハムムージャー(ハム)ハムムージャー(ハム)ハムムージャー
お菓子つくっておっかすぃ～！,お菓子　お菓子　それはお菓子たのしくつくろうぜOH!　お菓子お菓子　お菓子　それもお菓子笑顔を運ぶぜ　OH!　お菓子お菓子はおっかすぃ～!(セリフ)「だじゃれかよ!」OH!　お菓子ケーキケーキ　それはケーキ楽しくつくろうぜOH! ITS　ケーキケーキケーキ　それはケーキ幸せ運ぶぜ　OH! ITSケーキ景気がいいぜ～(セリフ)「また、だじゃれ?」OH!　ケーキのってる　のってる　のってる　のってるのってる　のってる　のってる　のってるうちらは最高おいでよ　おいでよ　おいでよ　おいでよおいでよ　おいでよ　おいでよ　おいでよ一緒にお菓子!　一緒はおっかすぃ～!お菓子はいつでもシャイだからほとんど会話もないけれどお菓子　ふしぎ～　お菓子　ふしぎ～お菓子　ふしぎ～おっかすぃ～!お菓子はいつでも魅力的初対面なのにおいしそうお菓子　ふしぎ～　お菓子　ふしぎ～お菓子　ふしぎ～おっかすぃ～!お菓子　お菓子　すごいお菓子いっぱいつくろうぜ　OH!　お菓子お菓子　お菓子　甘いお菓子誰にも負けない　OH!　お菓子お菓子ばっかすぃ～!(セリフ)「うまいっ!」OH!　お菓子やってる　やってる　やってる　やってるやってる　やってる　やってる　やってるうちらは美少女～!みんなで　みんなで　みんなで　みんなでみんなで　みんなで　みんなで　みんなで一緒にお菓子!　一緒はおっかすぃ～!お菓子は少々気分やさん湿気の多い日苦手らしいお菓子　ふしぎ～　お菓子　ふしぎ～お菓子　ふしぎ～おっかすぃ～!お菓子と仲良くやりたいな何回会ってもまた会いたいお菓子　ふしぎ～　お菓子　ふしぎ～お菓子　ふしぎ～おっかすぃ～!お菓子は少々気分やさん湿気の多い日苦手らしいお菓子　ふしぎ～　お菓子　ふしぎ～お菓子　ふしぎ～おっかすぃ～!お菓子と仲良くやりたいな何回会ってもまた会いたいお菓子　ふしぎ～　お菓子　ふしぎ～お菓子　ふしぎ～おっかすぃ～!
げんき印の大盛りソング,(セリフ)もう!いつまで泣いてるのよ!ほら、唄って元気だそっ!ねっ!げんき!げんき!げんき印の大盛りで!(Hey　大盛りで!)みんな!みんな!みんな一緒にがはははは!(ハイ　がはははは!)(セリフ)「ねえ　みんな　泣いてばっかいないで…ほら、夕日を見てごらん!あんなに　あんなに燃えているじゃないか!」れっつごー!れっつごー!レッツゴーゴー　レッツゴゴゴゴー!(ホイ　レッツゴゴゴー!)みんな!みんな!みんな!笑顔で　がはははは!(ハイ　がはははは!)(セリフ)「ほんとだ、こうやって笑っていると、どうしてなんだ!なぜだか気分が　気分が　晴れやかじゃ～～～ん!」チャンスはいつもミスの後にやってくるらしい(セリフ)「ここでチャレンジしなきゃ　いつするんだよ」って自分に言い聞かせろ　ミ・ニ・モ・ニ。!お菓子はやっぱうまいよ～(ミニモニ。)地球はやっぱ丸いよ～(ミニモニ。)氷はやっぱ冷やっこいよ(ミニモニ。)ミニモニ。ファイト!　WOW WOW WOW WOW!太陽は見てるよ(ミニモニ。)がんばってる誰かを(ミニモニ。)さりげなくおしゃれして(ミニモニ。)元気大盛り　WOW WOW WOW WOW WOW!げんき!げんき!げんき印の大盛りで!(Hey　大盛りで!)みんな!みんな!みんな一緒にがはははは!(ハイ　がはははは!)(セリフ)「そう!こうやって、みんなで過ごした楽しい時間は絶対に忘れない。大人になった私は、この真実を絶対に自慢するさ」ファイト!ファイト!ファイト音符はドレミファファイト!(ハイ　ドレミファファイト!)みんな!みんな!みんな!怒ってがはははは!(ハイ　がはははは!)(セリフ)「あ～あ　楽しい時間はどうしてこんなに早く過ぎて行くの?どなたか、どなたか、この素敵な時間をとめてくださらぬか～～～」「時代劇の見すぎ!」ヒントはすごく近い場所にあるものらしい(セリフ)「灯台下暗しって　言うくらいだからね。っね!」ほら　もう一度確認!　ミ・ニ・モ・ニ。!お菓子はやっぱうまいよ～(ミニモニ。)世界はやっぱ広いよ～(ミニモニ。)涙はやっぱしょっぱいよ～(ミニモニ。)ミニモニ。ファイト!　WOW WOW WOW WOW!太陽は知ってるよ～(ミニモニ。)真剣なら大丈夫(ミニモニ。)さりげなく夢中で(ミニモニ。)夢大盛り　WOW WOW WOW WOW WOW!
Cランチ,「C」ほら　合言葉はたっぷり楽「C」時代は全部知ってる　本気の奴ら知ってる「C」ほら　合言葉はたっぷり嬉「C」私が発明した　新しい笑顔あげるよ新品の靴で　GO! GO! TAKE OFF!北から南へ　GO! GO! さあ　行こう！絶対負けない予感とりあえずは　Cランチ頼んでみますか「C」ほら　合言葉はたっぷり楽「C」時代は全部知ってる　本気の奴ら知ってる「C」ほら　合言葉はたっぷり嬉「C」私が発明した　新しい笑顔あげるよ突然お出かけ　GO! GO! TAKE OFF!AからZ(ズィ)まで　GO! GO! さあ　行こう！千回起き上がる予感勢いだね　Cランチもうひとつ行こうか！「C」ほら　合言葉はたっぷり愛「C」(いとしい)時代は寂しがってる　教えてあげなきゃじゃん！「C」ほら　合言葉はたっぷりおい「C」私が発明した　すばらしい感動あげるよ「C」ほら　合言葉はたっぷり楽「C」時代は全部知ってる　本気の奴ら知ってる「C」ほら　合言葉はたっぷり嬉「C」私が発明した　新しい笑顔「C」ほら　合言葉はたっぷり愛「C」(いとしい)時代は寂しがってる　教えてあげなきゃじゃん！「C」ほら　合言葉はたっぷりおい「C」私が発明した　すばらしい感動あげるよ
SHALL WE LOVE？,BABY BABY BABY SHALL WE LOVE?BABY BABY BABY SHALL WE LOVE?BABY BABY BABY SHALL WE LOVE?BABY BABY BABY SHALL WE LOVE?ちょっと年下の私にもそんなくらいわかるわよくだらない年上の女(オンナ)と比べないで確かにそうね　ほんの少し浮かれてた感じねあんな年上の女(オンナ)にも気付かないなんて別れる　別れない好きだよ　好きじゃないお昼のファミレス夜景を見たドライブウェイ嫌だよ　別れない涙が止まらない…こんなの見られたくない寂しくないよ　寂しくなんかないよ寂しくなんかないよ　ないよだって会いたいよ　こんなままじゃ嫌だよ前みたいに迎えに来てよBABY BABY BABY SHALL WE LOVE?BABY BABY BABY SHALL WE LOVE?BABY BABY BABY SHALL WE LOVE?BABY BABY BABY SHALL WE LOVE?ちょっと年下の私でもそんなくらい使い分けるわがままと生意気は違うのよ急にキスをして　なんとなくずるいことをするのねあんな年上の女(オンナ)にも優しくするの?ときめく　ときめかない忘れる　忘れない眩しい朝焼け並んだ映画館嫌だよ　別れない全部が　大好きだよこんなの初めてだよ寂しくないよ　寂しくなんかないよ寂しくなんかないよ　ないよだって会いたいよ　こんなままじゃ嫌だよ前みたいに笑いたいだけよ寂しくないよ　寂しくなんかないよ寂しくなんかないよ　ないよだって会いたいよ　こんなままじゃ嫌だよ前みたいに「笑いたい」だけよだって会いたいよ　こんなままじゃ嫌だよ前みたいに迎えに来てよBABY BABY BABY SHALL WE LOVE?…
MISSING YOU,のんきにやっちゃ(い)られないこんな時代感だから本気になって間もない私だけどAH YEAH YEAH だって あんた わかってるAH すごい夢を抱いてる だけど周りはすぐ わかっちゃないだから あんたもすぐ あきらめない YEAH恋した人にララバイ唄ってあげたいね恋した夜はせつないどうしてだろういつもいつでも逃げずに そして何気にどんな時でも どんな恋でも「AH やっぱ 自然にKISSしたい!」AH 誰でも YEAH そうしたいMISSING YOU今夜はいつもよりなんか寂しいわ今夜は昨日よりもなんか切ないわ約束なんてしても会えない日もある約束しなくても出会う日もあるそんなもんだよ愛 してる人 愛 される人愛 知らぬ人 愛 溢る人MISSING YOU明日は今夜よりもいい日と願うわ明日は新しい出会いが欲しいわMISSING YOU今夜はいつもよりなんか寂しいわ今夜は昨日よりもなんか切ないわMISSING YOU明日は今夜よりもいい日と願うわ明日は新しい出会いが欲しいわMISSING YOUNA NA NA NA…NA NA NA NA…MISSING YOUNA NA NA NA…NA NA NA NA…
津軽海峡の女,いっそいきなり消えたらどのくらい私を探してくれるかな?女友達つっても　彼氏が先だし元彼なんかも　いざの時いないOh　東京はなぜか寒すぎる心がなぜか震えているあったかい男(やつ)といる日でも心がなぜか震えているチヤホヤしてよ　チヤホヤしてよねえ　ねえ　ねえ　ねえねぇチヤホヤぐらいできるでしょう?上京した　目的とか無いよねえ　ねえ　ねえ　ねえねぇチヤホヤとかして欲しかっただけ…津軽海峡聴きながら一人お部屋でルールールールールールーいっそ高知に　帰ってみようかなおやじはブツクサ言うだろうな携帯アドレス　クルクルするけど元彼くらいしか　まともなの無いわOh　東京の冬は寒すぎる心に沁みてく　すきま風あったかい　かす汁飲みたい心を誰か暖めてよ孤独と言うの?　孤独と言うの?ねえ　ねえ　ねえ　ねえこの感じまさに　孤独なの離れたくない　東京の方がいいよねえ　ねえ　ねえ　ねえねぇチヤホヤとかして欲しかったのに…津軽海峡聴きながら一人お部屋でルールールールールールー孤独と言うの?　孤独と言うの?ねえ　ねえ　ねえ　ねえこの感じまさに　孤独なの離れたくない　東京の方がいいよねえ　ねえ　ねえ　ねえねぇチヤホヤとかして欲しかったのに…津軽海峡聴きながら一人お部屋でルールールールールールー
BYE BYE最後の夜,チュ　チュ　チュラ　チュラ　チュララ　Ahチュ　チュ　チュラ　チュラ　チュー最後の夜　本当言うと引き止めて欲しかった最後の夜　切り出したら涙が流れてきた12ヶ月の恋愛物語二度目のデートの夜　初めてキスしたそれからは何もなくて　だんだん不安になってくBYE BYE　本気で私の事大切なんだってBYE BYE　あなたがみんなに言ってた事今頃知るなんて別れた後　街の中で　見かけたけどでも　でも　でも　BYE BYEチュ　チュ　チュラ　チュラ　チュララ　Ahチュ　チュ　チュラ　チュラ　チュー最初のような　感動とか出来ない恋に変わったでも違った　ただ私が贅沢になっていた12ヶ月の恋愛物語二度目のケンカの後　初めての涙その後は近づいた　心の距離感がBYE BYE　映画のマネして　ほら永遠を誓ったBYE BYE　あなたが本気で言ってたって今頃知るなんて昔に見た　笑顔のまま　バイトしてたでも　でも　でも　BYE BYEBYE BYE　映画のマネして　ほら永遠を誓ったBYE BYE　あなたが本気で言ってたって今頃知るなんて昔に見た　笑顔のまま　バイトしてたでも　でも　でも　BYE BYE
ボーイフレンド,ねえ　結局はボーイフレンド恋人になれませんか?ねえ　世界の誰より愛する自信があるのに上手に出来るあなたに会えるのなら夜中お部屋抜け出して確かめ合いたいなのになぜか会えない日ばかりだわ電話を握りしめてそのまま朝になる街の中はネオンが輝いて知らず知らず恋人達も距離が近づくねえ　純粋な気持ちで待っていちゃ　いけませんか?ねえ　世界の誰よりあなたをかわいく感じるねえ　一人でいたって今は平気ですからねえ　あなたは今頃どうしていますか?AH我慢できるあなたに会えるのなら友達たちの誘い断ってばかり声の魔法聞けない日が続くと丸ごと　私全部溶けてしまいそうね街の中で　吐く息が白くなりいつのまにか恋人達を演出してるねえ　結局はボーイフレンド恋人になれませんか?ねえ　世界の誰より愛する自信があるのにねえ　結局はボーイフレンド全てわかってた事実(こと)ねえ　あなたの優しさもう少し感じたい　AHねえ　結局はボーイフレンド恋人になれませんか?ねえ　世界の誰より愛する自信があるのにねえ　結局はボーイフレンド全てわかってた事実(こと)ねえ　あなたの優しさもう少し感じたい　AH
幼なじみ,何度も　聞くから首を縦に振らないあなたに　意地悪気持ちを知っててベンチくらいしかない公園陽はとっくに落ちてるどっから見たって恋人じゃん変な関係中学時代は普通だったグループでも遊んだ告白されたらなんか急に意識しちゃったわおしゃべり　うまくないあなたがはしゃぐ盛り上げているの?どうしよう　どうしよう何度も　聞くから首を縦に振らないあなたに　意地悪気持ちを知ってて幼なじみだし私達今までのままもいいじゃん告白されたらなんか急に男　感じちゃったな～私も　どこかで頼りにしてるずっと一緒ならうれしい　うれしい何度も　聞くからタイミング逃したわあなたも　意地悪わたし困らせて何度も　聞くから首を縦に振らないあなたに　意地悪気持ちを知ってて
ここにいるぜぇ！,YES!WONDERLAND夢の翼を広げ(Here is Wonderland)BREAK THROUGH自分をブチ破れ!「何がしたい?」とか聞くけれど話せばビックリするじゃん知らない事とか始めると超不安な顔するじゃん僕らはまだ夢の途中みんなみんなそうなんだ(Wow Wow Wow)いいわけなどGOOD BYE BYEチャンスはそこにあるYES!WONDERLAND一度きりの人生お腹いっぱい学ぼうYES!WONDERLAND夢の翼を広げBREAK THROUGH自分をブチ破れ!答えはいくつもあるんだと教えてくれた先輩恋人の夢を知ったときAh　なんかジェラシー感じたすべてはまだ学ぶ途中みんなみんなそうなんだ(Wow Wow Wow)出会いそしてGOOD BYE BYE笑顔は忘れないYES!WONDERLAND歌は国境越えてどこまでも進むよYES!WONDERLAND愛の翼を広げ「I'M HERE」今ここで叫ぶぜぇ!YES!WONDERLAND歌は国境越えてどこまでも進むよ(Hey!)YES!WONDERLAND愛の翼を広げ「I'M HERE」今ここで叫ぶぜぇ!BREAK THROUGH自分をブチ破れ!WOW WOW WOWみんなロンリーBOYS&GIRLSWOW WOW WOW WOW WOW(Here is Wonderland)WOW WOW WOWみんなロンリーBOYS&GIRLSロンリーBOYS&GIRLS(Come on say again)WOW WOW WOWみんなロンリーBOYS&GIRLSWOW WOW WOW WOW WOW(はりきって行きましょ)WOW WOW WOWみんなロンリーBOYS&GIRLSロンリーBOYS&GIRLS
純LOVER,8時きっかしにバイトが終わるあなた8時2、3分に電話月曜(げつ)から土曜までバイトをしてるあなた終われば毎日会ってるお家の近所で待ち合わせAh　待ち合わせいつものことでも胸ドキ顔には出さない車ん中 MDとかかけて門限なるまで話は続きます車ん窓 白く曇っちゃったアイドリングしたまま手をつないでいます純 LOVER8時きっかしにバイトが終わるはずよ今日はどうしたの?電話時間は過ぎても連絡ないままだしこっちから掛けても直留守念の為にほらいつものAh 待ち合わせ私がついたら同時にあなたも到着車ん中 手を振ってるあなた心配知らずに笑顔でご登場車ん外 かなり寒い夜ねあなたが出てきてギューってしてくれてます純 LOVER純 LOVER車ん中 MDとかかけて門限なるまで話は続きます車ん窓 白く曇っちゃったアイドリングしたまま手をつないでいます純 LOVER
香水,"抱きしめられた　その次の朝　思う「片思いだと　わかってるのにでも　会ってしまう」とそれでもいつの日にか　幸せな日が来たり…あなたが私を　頼りにしたり…そんな日が来ると思ったり電話が来るの　100万日とか待ってる感じ…振られるのが　怖いから何も　聞けなかった車の中はいつも香水のいい香りね私のじゃない　いい匂いがするけどでも　嫌い…抱きしめられた　最初の朝はなぜか嬉しかったわ　何も知らずに幸せ感じてた愛ではないと　割と早めに気がついた振られるのが　なぜ怖い？ただの　片思い車の中は　今日も他の誰かの香水キスはしないわ　些細な抵抗ですここじゃ嫌…Oh Baby　車の中の Night & DayWa Wa Wa　悔しくて泣いたんじゃないのさつまり　ルール無し　なんてだらしない女On & On & On, Come On Up, Here We Goママゴトみたいじゃ Oh My God, Yeah私を見つけて In The HouseAh Ah Baby, Yeah, Ah, Yeah, Ah車の中はいつも香水のいい香りね私のじゃない　いい匂いがするけどでも　嫌い…車の中は　今日も他の誰かの香水キスはしないわ　些細な抵抗ですここじゃ嫌…"
恋愛レストラン,冗談でしょ?ね、今なんて言ったの?友達関係　途中だもん　Yeah冗談でしょ?ね、マジなの?　あなた食事も途中　手が止まる告白は　突然ねあなたらしいけどだけど　だけど　だけど　うれしいけどどうしよう　どうしよう　困るわでもね　でもね　ほんと言えば心　中は　決まってるなんて呼ぼうかななんて呼ぼうかな冗談なの?ね、ウソなんか許さない冗談なんて許さない　Yeah冗談なの?え?　今のがウソなの?リアクションを見て　遊んでるの?沈黙が続いてるスープも冷めてる泣いた　フリを　したら　どうしてだろうマジで　マジで　悲しいでもね　でもね　好きな人は心　中で　決まってるなんて呼ぶのかもすでに決まってる泣いた　フリを　したら　どうしてだろうマジで　マジで　悲しいでもね　でもね　好きな人は心　中で　決まってるなんて呼ぶのかもすでに決まってる
